PlaceId,Autor,Nota_Avaliacao,Comentario,Quando,Timestamp,FotoPerfil,Regiao
ChIJecKZYIJazpQRFtiurbC8SL0,Adriana Cristina D'Ornelas,5,Hugo,4 months ago,2025-04-05 23:52:14+00:00,https://lh3.googleusercontent.com/a/ACg8ocKaLbfIq-66g4UiMH33DW6B3jkUEXUDv_h_No9l7wy9ypQ-kQ=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJY3PsVJ1azpQRGdQHFE54LDw,Robson Souza,5,Food is always good in the restaurant. There's a cool bar in the same building with some good drink options as well as good appetizers and entrées.,2 years ago,2023-02-12 20:44:47+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWfJttwb4jTZRCS5psb3xxtEBsndiXA-6TVV3J7lfXgaeMMe5Ej=s128-c0x00000000-cc-rp-mo-ba6,Itaú CEIC (Jabaquara)
ChIJY3PsVJ1azpQRGdQHFE54LDw,divino Ferreira,5,Top,a month ago,2025-07-12 12:02:33+00:00,https://lh3.googleusercontent.com/a/ACg8ocIT_i9ifglmHTUtkJ8jMkfOBFhperadtkdNPO48Sm7_RaBvaw=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJY3PsVJ1azpQRGdQHFE54LDw,João Gabriel Boesso,3,It's good but a little bit expensive for what you get.,7 years ago,2018-07-29 23:52:10+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUHZ3iC05jcPceGivdyj6ZUit3vGbQL9_2Z9vfwXeSO_TRZnR-v=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJY3PsVJ1azpQRGdQHFE54LDw,Frederick John Munn (Johnny),5,"Very good, delicious food",7 years ago,2018-01-19 14:47:23+00:00,https://lh3.googleusercontent.com/a-/ALV-UjX_bXpdsBvSIGuV1m4dbup1ncZHlfKuIYjqrVHRVM5HugTNkIAU=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJY3PsVJ1azpQRGdQHFE54LDw,Eduardo de Arruda,5,Pasta top,7 years ago,2018-06-25 15:46:45+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWz6uqmHMIfLN3UImyYMHjXcSnqwJ3_tFPag54K6uHM5CX3AXBP=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJcy2qebZQzpQRVmKGlTGYwnY,RENAN ROVERI DO AMARAL GURGEL,5,"Cozy, lovely place",6 years ago,2018-10-05 10:50:01+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUen-aJ-3JspcSsR9l-ljfVnjfz5c--ZeBta4fhsWS5m2n4-ayk9g=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJcy2qebZQzpQRVmKGlTGYwnY,Rafael Lopes,5,Top,7 years ago,2017-09-17 23:00:40+00:00,https://lh3.googleusercontent.com/a/ACg8ocIQvVEUKM7GuVnAkA3osxRR3ZU_N59Dlo7LtR0P2dBop8EFu0Wa=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJcy2qebZQzpQRVmKGlTGYwnY,Regina Santos Nacamuta,5,"Restaurante maravilhoso com o melhor escondidinho delicioso num ambiente lindo agradável, intimista e acolhedor! Os profissionais são muito atenciosos e cuidadosos com os clientes. No cardápio têm vários sabores de escondidinhos - carne seca, bacalhau, shimeji, camarão, entre outros! Todos servidos com uma saladinha de folhas verdes, croutons e um molho especial da casa, tudo muito saboroso além  apresentação ser impecável! Os escondidinhos doces são muito deliciosos experimentamos, o de frutas vermelhas! Super recomendo, o Lá no Escondidinho!",5 years ago,2020-03-08 19:28:58+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVWi6ynwUmIzMn97Y8artSHO-orEOdfuMZiPSipiWKyUOXdG6un=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJcy2qebZQzpQRVmKGlTGYwnY,Regina Dias,3,"Local pequeno mas bem organizado e decorado. Tem lavabo e espaço para deixar seu patinete ou bike. Para mim que como pouco 200g de escondidinho mais a saladinha é ideal, porém acredito que a porção seja pequena para muita gente, então é bom dar uma olhada em outras opções. Provei o escondidinho de couve-flor com carne seca. É diferente e bem saboroso. Não tem de mandioca, uma pena. Senti falta de cardápio impresso para dar uma olhada melhor nas opções.",5 years ago,2019-09-05 21:37:09+00:00,https://lh3.googleusercontent.com/a-/ALV-UjX3dg6M60rv7FbC35vcqx0wPcyE_5cR_OYXbdF3LxGDPH_120RN=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJcy2qebZQzpQRVmKGlTGYwnY,Estephani Araujo,5,"Praticamente atravessei a cidade pra conhecer o lugar e valeu super e pena!
Estabelecimento simples, mas bem aconchegante, atendimento acolhedor e escondidinhos maravilhosos: provei o de mandioquinha com carne seca acompanhado de salada e meu esposo pegou de batata com camarão acompanhado de Chips de batata.
O fato de podermos criar nossas combinações ganhou meu coração e o morango com brigadeiro e pimenta também!
Apesar de ser longe, eu pretendo voltar com certeza!",3 years ago,2022-02-09 00:16:52+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXIr6lBSKCPYzGKghTkPAthYIt3KAxUXOwvzPR07N-l4pJ55rgiRw=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJ8aG65YJazpQRNqToBW3L1-w,Julien Condamines,5,"All you can eat buffet, with a great choice of grilled meat (try the Bragança sausage, it's magic!). Service is very friendly and efficient. Perfect place for a good but not pricey lunch",8 years ago,2017-01-29 15:44:52+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWVfTS2ocAm7nQzIYY8sgP3QURllNRQN-r8KKwPKZYktfFJlAhjzw=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJ8aG65YJazpQRNqToBW3L1-w,Luciana Servulo,5,Very nice pizza . Nice stuff and warmful place for dinner.,7 years ago,2017-08-23 00:00:17+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVozV9y5L1p0UWuTfgrc5ftid4gg3V6CupF5SLKo9Q-fgPIFGe1=s128-c0x00000000-cc-rp-mo-ba6,Itaú CEIC (Jabaquara)
ChIJ8aG65YJazpQRNqToBW3L1-w,Tulio Abreu,5,Showww,3 years ago,2022-03-01 22:04:06+00:00,https://lh3.googleusercontent.com/a/ACg8ocK72YKoykJ7Wh1cotbNTyyD_ht2V-I1QPAOP6i-eayt6e7PKMgD=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJ8aG65YJazpQRNqToBW3L1-w,Cleber Santos,4,Show.,7 years ago,2017-09-14 02:39:42+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXdaIugE5sls-5t8VSs1Bt8eQywPIo-u9fc5qyTjWpLDHu46ui1Hw=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJ8aG65YJazpQRNqToBW3L1-w,marcelo gonçalves,5,Top,5 years ago,2020-03-05 21:11:28+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUpNiWQQ5sVy_XH_4q2Ow78dr1q2jjLrE3pStCU5QQNMHTwRnxK=s128-c0x00000000-cc-rp-mo-ba2,Itaú CEIC (Jabaquara)
ChIJQ0D2UJ1azpQRrxP38MWDylY,Renato Tassi,5,Top,6 years ago,2019-06-11 21:00:48+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXLPBjLYV_3lLCwGtHErhHpkymbhAKHN8HKy1UlaJ1kt0HDciNE7g=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJQ0D2UJ1azpQRrxP38MWDylY,Diego Martins Alves,5,"Táááá malucooo! Essa pizza é muito boa!!! Fiz o pedido pessoalmente na unidade e fui MUITO bem atendido, talvez pelo dono. Muito agradecido! Vlw",a month ago,2025-07-05 00:24:58+00:00,https://lh3.googleusercontent.com/a-/ALV-UjU4bQNYsjRJaBOtfL4LPBMp51EeZQKwMS0vYkKuZetQ4IFNbMJEPA=s128-c0x00000000-cc-rp-mo-ba2,Itaú CEIC (Jabaquara)
ChIJQ0D2UJ1azpQRrxP38MWDylY,Italo Ferreira,1,"Quer um combo de pizza cara com atendimento péssimo? É só ligar para eles! A atendente te trata com tanta má vontade que você jura que tá atrapalhando o descanso dela, e não fazendo um pedido.",a week ago,2025-08-02 01:39:58+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUMViRTzZYXUQPD47pWqbXT-oNbmCpETMjOEnvS3LnC0PNNfbLA=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJQ0D2UJ1azpQRrxP38MWDylY,Ricardo Barros,2,"Na minha opinião sempre foi a melhor pizza do bairro, porém agora está decaindo em qualidade e aumentando em preço!!! Pedi uma pizza meia escarola, e o que mais tinha era queijo e cebola escarola mandou lembranças!!!  Está faltando supervisão!!!",5 months ago,2025-03-08 00:09:51+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVKrLlFiU9qmbxrPdrnR4QSYwqNj1krssLf7X_0e15BQGfANpg=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJQ0D2UJ1azpQRrxP38MWDylY,Bruna Kolbe,4,"Adoro as pizzas em especial a doce de morango, mas por favor voltem para o chocolate que usavam antes, pedi hj e estava com um chocolate diferente, o outro era muito melhor!",4 months ago,2025-04-09 22:03:50+00:00,https://lh3.googleusercontent.com/a/ACg8ocIsMGxkS7vRsR_gUzZbCVHx_4ZZjkOB364oOqIlpbZwu7E-vg=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJefODW51azpQRvpGgCEgzk-c,Rodrigo Feracini,4,"Great food, but a bit pricey.",5 years ago,2019-12-22 19:32:51+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWCy9pKXWA3N5V4nVJiWVswcttNn6czLwkYGLjEbH8KW-IxbnNd=s128-c0x00000000-cc-rp-mo-ba6,Itaú CEIC (Jabaquara)
ChIJefODW51azpQRvpGgCEgzk-c,ANDREIA SEBOLD,5,The best,6 years ago,2018-11-26 09:58:01+00:00,https://lh3.googleusercontent.com/a-/ALV-UjW9zM-dkHTT-RvQSKHbDScBFrLDxyZ6DRuhsnzxNV6MZ9EJ-s6R=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJefODW51azpQRvpGgCEgzk-c,Fellipe Caetano,5,Top,5 years ago,2019-12-28 17:57:53+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVUYRxmrimyvN_Mdeo9kqBW60NRjekymerkKijvbXRxyNEGkBecnw=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJefODW51azpQRvpGgCEgzk-c,Wilson pereira da costa,5,top,5 years ago,2019-08-25 04:08:28+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXxk-YyibW41Zr8NsMd9qmnNSulj5WRuNr5jceIprghNVHOP0AA=s128-c0x00000000-cc-rp-mo-ba2,Itaú CEIC (Jabaquara)
ChIJefODW51azpQRvpGgCEgzk-c,Dj Adriano marcos,5,Top,6 years ago,2018-10-29 22:28:13+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWvWhTUrnWwpYpFOIaFAS3yJEREMGtXACpPQdyanlem8gK3qT1V=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJl3Urtn9QzpQRbge4z7Q7DCs,Eduardo Naves,5,Ótimo atendimento!! Vou voultar muitas vezes!!,2 years ago,2022-11-23 00:38:52+00:00,https://lh3.googleusercontent.com/a/ACg8ocK6uKaBpl5_Xr3iY-rjNsjW-dqCvAntidDmnYsjEBMzcbHK=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJl3Urtn9QzpQRbge4z7Q7DCs,Nelson Corrêa,5,Great service,7 years ago,2018-07-20 07:15:43+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXbzVeCZQvhgWQ6sizZ4FMgoYPEJXEvEdk6ODiKcyAfDJ2UnNUQEg=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJ71gGHYNazpQRZ-_pV0aW7rk,Victor Hugo Germano,4,"Great local place to have a taste of the Portuguese cousine :)
The owner Guga served us perfectly.

This is a small, quiet local restaurant...",8 years ago,2017-01-25 16:29:41+00:00,https://lh3.googleusercontent.com/a-/ALV-UjV7t1z5zOk3hopczf-qoxej7xKR-yMfWgjHPVHKR4pb9qJ2fqbkFg=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJ71gGHYNazpQRZ-_pV0aW7rk,Lucas,5,"The food is very tasty and good. We ordered the alheira a Mirandela and bacalhau escondidinho a moda, both were delicious. Table service are nice and fast, they have a huge amount of wine bottles from different types, not only Portuguese tinto.",3 years ago,2022-07-03 18:12:24+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUj_mO0cN8hOF2iG5SkESj6IsBWvfg-Vot9WGNxRmD4FGt-nRIYKw=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJ71gGHYNazpQRZ-_pV0aW7rk,Gabriel Oliveira,5,Bommm,6 years ago,2019-03-14 01:27:54+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUHOmdjxA1shSBnUfrzqb0ADiBrwzsBa0JK7o3VYM05-eEAUUYG=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJ71gGHYNazpQRZ-_pV0aW7rk,marcio araujo,5,Top,5 years ago,2019-08-31 16:30:15+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXmCaxJL3CrSUZ_osBbGaO5iEnvaoOsB2fQP2W9dDiS1tJDlTSW=s128-c0x00000000-cc-rp-mo-ba6,Itaú CEIC (Jabaquara)
ChIJ71gGHYNazpQRZ-_pV0aW7rk,Carlos Rangel,4,Honestíssimo!,9 years ago,2016-08-12 15:49:52+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXnZc_rLZLg6nMrBO88D5rmm5I1XjXt2ayPNtlROCk-xXbJYDtXpw=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJS6tByH9QzpQRRhpMPokqUKA,Luciana Servulo,4,Nice staff. Cheapest petrol at Washigton Luís. Sometimes they have a big queue but worth it.,7 years ago,2017-12-12 22:49:08+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVozV9y5L1p0UWuTfgrc5ftid4gg3V6CupF5SLKo9Q-fgPIFGe1=s128-c0x00000000-cc-rp-mo-ba6,Itaú CEIC (Jabaquara)
ChIJS6tByH9QzpQRRhpMPokqUKA,Paulo Mello,4,Pressure of gnv is great but service is just ok,7 years ago,2017-10-17 12:11:13+00:00,https://lh3.googleusercontent.com/a-/ALV-UjW4Zksto_u4yzLTpcfH5BBfy7kXnaLM1dHngRr7qB_xSeMJXddj=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJS6tByH9QzpQRRhpMPokqUKA,Edney kleber,5,Top.,2 years ago,2022-10-05 23:36:25+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVpbklwtG62uN1wp23hJ3yK646D9jUwspKKNZaS_26YwPrQ_LC-Hg=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJS6tByH9QzpQRRhpMPokqUKA,Marcelo De Oliveira,4,Good stop,8 years ago,2016-08-23 13:15:15+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVNx3XfA_t1GYpjfEo_Du-oBu17ff_36wqsopIyKqIlO8DY21Y=s128-c0x00000000-cc-rp-mo-ba6,Itaú CEIC (Jabaquara)
ChIJS6tByH9QzpQRRhpMPokqUKA,licinio Pereira,5,Ok,4 years ago,2021-05-27 21:02:32+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUhX-D_8banYIPNDVnd4Ynu3hLcokPq_fCR5bHXJc3MsEbZEYGK=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJY_ZBuYFazpQRULMlU8P88ic,Raquel Fonta,4,"The meat sticks have been excellent every time I’ve been there, good variety and nice cold beer at all times. The restaurant is just a bit too loud.",6 years ago,2019-01-04 18:45:49+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWPaODoxD8j2aO3aVPmFpzzJ64v4jY85DVQ-SQ-YNQlOljr5KtE=s128-c0x00000000-cc-rp-mo-ba2,Itaú CEIC (Jabaquara)
ChIJY_ZBuYFazpQRULMlU8P88ic,Mauricio Faber,5,Cool,5 months ago,2025-03-08 19:42:56+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVqin6OPNMm8T4iEel9-cLKMbrZIEjU338e5YQPM7wSjeT0Ak1nDg=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJY_ZBuYFazpQRULMlU8P88ic,Voando Alto,5,Delicious and good price,4 years ago,2021-02-28 09:16:26+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXfh_cAv4N5g675ecevBH5VFPBSS_mQ0597VSqdnFY3D7YlZBNvGA=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJY_ZBuYFazpQRULMlU8P88ic,Eduardo Mariano,5,Top.,3 years ago,2021-10-09 12:38:46+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUV-QUfRFOLmEUbxDcG_GBcBG-vvqoyybALdmZq2URo33deMfiA9w=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJY_ZBuYFazpQRULMlU8P88ic,Renan soares da silva Soares,5,Top 👍,4 years ago,2020-10-29 19:51:45+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVfaxYiyFbSZ-H9qhKSeEoKNxs6-cS987vooij2oLMzgH_6CedH=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJEy8kMXZQzpQR8OvjUWlnjf4,Stephan Fischer,5,"Best Bar in Town with a lot of diffrent Beer's, super italian Food and a easy Atmosphere😊 not cheap, but also not expensiv...go for it Folks, for an easy going",5 years ago,2019-12-02 18:52:02+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVo6UjvWVFsNLPkZX5ec7J2ejZPYXBgujDQ7q-qSf8mEg_ZixVm=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJEy8kMXZQzpQR8OvjUWlnjf4,Carlos Lima,4,Nice,a year ago,2023-11-16 15:23:27+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUo_Uh-mlGOr5XwuQEjjuMdI7Cw0nSRRP4GmWrFuu3x_l8TDQc=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
